dog_id,pa_hot_weather_daily_hours_outside,pa_cold_weather_daily_hours_outside,pa_moderate_weather_daily_hours_outside
88086,2.0,1.0,2.0
67544,1.0,1.0,1.0
87783,1.0,1.0,1.0
73816,1.0,1.0,2.0
88114,1.0,1.0,1.0
75775,1.0,1.0,2.0
64673,1.0,1.0,1.0
71429,1.0,1.0,1.0
84807,1.0,1.0,1.0
73078,2.0,1.0,5.0
97698,5.0,5.0,1.0
6360,1.0,2.0,2.0
79859,1.0,1.0,1.0
101450,1.0,1.0,2.0
98288,5.0,5.0,1.0
87571,1.0,1.0,1.0
50716,1.0,1.0,1.0
56832,1.0,1.0,2.0
76400,1.0,1.0,1.0
79344,1.0,1.0,1.0
3703,2.0,1.0,2.0
89200,1.0,1.0,2.0
9006,1.0,1.0,1.0
16311,2.0,1.0,2.0
35468,5.0,5.0,2.0
81280,2.0,1.0,2.0
24367,2.0,2.0,2.0
35891,1.0,1.0,1.0
81172,1.0,1.0,2.0
18397,1.0,1.0,1.0
97120,2.0,1.0,2.0
86527,1.0,1.0,2.0
89180,1.0,1.0,2.0
35115,2.0,1.0,2.0
87494,1.0,1.0,1.0
28867,1.0,1.0,1.0
82404,1.0,1.0,1.0
34462,1.0,1.0,2.0
70475,1.0,1.0,1.0
44461,1.0,1.0,2.0
91929,2.0,2.0,2.0
62460,1.0,1.0,1.0
59252,5.0,5.0,1.0
78046,1.0,1.0,1.0
62856,5.0,5.0,1.0
20224,1.0,1.0,1.0
62879,1.0,1.0,1.0
102513,1.0,1.0,1.0
21902,1.0,1.0,1.0
81842,1.0,5.0,1.0
38300,1.0,1.0,1.0
61171,2.0,1.0,2.0
34715,5.0,5.0,1.0
81623,1.0,1.0,2.0
81753,1.0,1.0,1.0
10466,2.0,2.0,2.0
91759,1.0,1.0,1.0
1530,5.0,1.0,1.0
76546,1.0,1.0,2.0
73671,1.0,1.0,2.0
69923,1.0,1.0,1.0
90880,5.0,1.0,2.0
23702,1.0,1.0,2.0
12740,1.0,1.0,1.0
78643,5.0,5.0,1.0
87004,1.0,1.0,1.0
64524,5.0,1.0,1.0
55510,1.0,1.0,1.0
96429,2.0,2.0,2.0
2039,1.0,1.0,1.0
36814,2.0,2.0,2.0
32176,1.0,1.0,1.0
49913,2.0,1.0,2.0
61853,1.0,2.0,2.0
59155,1.0,1.0,1.0
62635,1.0,1.0,2.0
48278,5.0,5.0,1.0
37794,5.0,5.0,1.0
1118,2.0,1.0,2.0
27448,1.0,1.0,1.0
30323,1.0,1.0,1.0
73135,1.0,1.0,2.0
68575,1.0,1.0,2.0
87510,2.0,3.0,2.0
60230,2.0,1.0,2.0
60812,1.0,1.0,1.0
49307,1.0,5.0,1.0
84902,1.0,1.0,1.0
6423,5.0,5.0,1.0
22781,1.0,1.0,1.0
94455,1.0,1.0,1.0
58577,5.0,5.0,2.0
37602,5.0,5.0,5.0
29607,1.0,2.0,2.0
22749,1.0,1.0,1.0
103494,1.0,1.0,1.0
25005,1.0,1.0,1.0
33403,5.0,5.0,5.0
71728,1.0,2.0,2.0
28838,1.0,1.0,2.0
55502,1.0,1.0,2.0
74113,1.0,1.0,1.0
26293,1.0,1.0,2.0
47003,1.0,1.0,1.0
34991,1.0,1.0,1.0
88524,1.0,1.0,1.0
84343,1.0,1.0,1.0
102590,1.0,1.0,1.0
97911,1.0,1.0,2.0
90072,1.0,1.0,2.0
101849,1.0,1.0,1.0
91667,1.0,1.0,1.0
96662,1.0,1.0,1.0
73654,2.0,2.0,2.0
88998,1.0,1.0,1.0
79535,1.0,1.0,2.0
83808,5.0,1.0,1.0
34377,1.0,1.0,1.0
96220,5.0,5.0,1.0
34796,2.0,1.0,2.0
62732,1.0,1.0,1.0
35031,1.0,1.0,2.0
84386,1.0,1.0,1.0
51247,1.0,1.0,1.0
89390,1.0,1.0,1.0
79405,1.0,1.0,1.0
49510,1.0,1.0,2.0
51959,1.0,2.0,2.0
16419,2.0,2.0,2.0
62073,1.0,1.0,1.0
61535,2.0,1.0,2.0
54590,1.0,1.0,1.0
56244,1.0,1.0,1.0
1069,1.0,1.0,2.0
80591,1.0,1.0,1.0
40804,1.0,1.0,1.0
59701,5.0,5.0,1.0
70860,1.0,1.0,1.0
3419,5.0,1.0,1.0
77498,1.0,2.0,3.0
74810,1.0,1.0,1.0
77500,1.0,1.0,1.0
94812,2.0,1.0,2.0
87256,1.0,1.0,2.0
87809,1.0,1.0,2.0
4926,1.0,2.0,2.0
86198,1.0,1.0,2.0
47560,1.0,1.0,1.0
42343,1.0,1.0,2.0
88441,1.0,1.0,1.0
75729,1.0,1.0,1.0
76736,5.0,5.0,1.0
102601,1.0,1.0,2.0
11867,1.0,1.0,2.0
67887,1.0,1.0,2.0
42411,1.0,1.0,1.0
102288,1.0,1.0,1.0
95486,1.0,1.0,2.0
47654,1.0,2.0,2.0
37805,1.0,1.0,1.0
54201,5.0,5.0,1.0
100067,2.0,2.0,2.0
12750,1.0,1.0,1.0
84168,2.0,2.0,2.0
58472,2.0,1.0,2.0
87553,1.0,1.0,1.0
61179,2.0,1.0,2.0
25195,1.0,1.0,1.0
75434,1.0,1.0,1.0
31899,1.0,5.0,1.0
48697,1.0,1.0,1.0
93932,1.0,1.0,2.0
97848,1.0,1.0,1.0
82800,2.0,2.0,2.0
55433,1.0,2.0,2.0
60774,1.0,1.0,2.0
13383,5.0,5.0,1.0
67532,5.0,5.0,1.0
88144,1.0,1.0,1.0
62809,1.0,1.0,2.0
75051,1.0,1.0,2.0
27926,1.0,1.0,1.0
89947,1.0,1.0,2.0
76558,1.0,1.0,1.0
88628,1.0,1.0,2.0
47331,5.0,5.0,5.0
38170,1.0,1.0,1.0
44648,1.0,1.0,2.0
2084,1.0,1.0,1.0
61434,1.0,1.0,1.0
95482,1.0,1.0,1.0
98398,1.0,1.0,1.0
29501,1.0,1.0,1.0
8004,1.0,1.0,1.0
90943,1.0,1.0,1.0
6660,1.0,1.0,1.0
14576,1.0,1.0,1.0
2869,5.0,5.0,1.0
19503,2.0,1.0,2.0
55082,1.0,1.0,1.0
44153,5.0,5.0,5.0
37380,2.0,1.0,2.0
50557,1.0,1.0,1.0
96175,2.0,1.0,2.0
23837,1.0,1.0,2.0
39753,2.0,1.0,3.0
80645,1.0,1.0,2.0
75320,1.0,1.0,1.0
23690,1.0,1.0,1.0
10182,1.0,2.0,1.0
76255,1.0,1.0,1.0
38415,1.0,1.0,1.0
74169,1.0,1.0,1.0
20019,1.0,1.0,2.0
96654,3.0,2.0,3.0
38570,1.0,2.0,2.0
68301,5.0,5.0,1.0
59920,5.0,2.0,1.0
15784,5.0,5.0,1.0
5446,1.0,1.0,1.0
99614,1.0,1.0,1.0
91895,1.0,1.0,1.0
75140,5.0,5.0,1.0
25886,1.0,1.0,1.0
71892,1.0,1.0,1.0
32455,1.0,1.0,1.0
52457,1.0,1.0,2.0
45186,1.0,1.0,1.0
66910,1.0,1.0,1.0
70904,1.0,1.0,2.0
18247,1.0,1.0,1.0
27886,1.0,1.0,2.0
90714,1.0,1.0,1.0
59337,2.0,1.0,2.0
87795,1.0,1.0,1.0
95530,1.0,1.0,1.0
13697,1.0,1.0,1.0
68823,1.0,1.0,1.0
95216,1.0,2.0,2.0
99172,1.0,1.0,1.0
25912,1.0,1.0,1.0
80722,1.0,1.0,1.0
98121,1.0,1.0,2.0
27431,5.0,5.0,1.0
88054,5.0,1.0,1.0
95515,1.0,1.0,1.0
100707,1.0,1.0,1.0
91669,1.0,1.0,1.0
76292,1.0,1.0,1.0
12697,1.0,1.0,2.0
95757,1.0,1.0,1.0
67985,1.0,1.0,1.0
37226,1.0,1.0,1.0
88539,1.0,1.0,1.0
99992,1.0,1.0,2.0
100085,1.0,1.0,2.0
32865,1.0,1.0,2.0
39289,1.0,1.0,2.0
85411,1.0,1.0,1.0
5431,1.0,1.0,2.0
36395,1.0,1.0,2.0
88290,1.0,1.0,2.0
10567,1.0,1.0,1.0
34469,5.0,1.0,2.0
32532,1.0,1.0,2.0
52890,1.0,1.0,1.0
40690,2.0,2.0,2.0
57674,1.0,1.0,1.0
57889,1.0,1.0,1.0
100193,1.0,1.0,2.0
65286,5.0,1.0,1.0
85116,2.0,2.0,2.0
57932,1.0,1.0,1.0
31937,1.0,1.0,1.0
96516,1.0,1.0,1.0
98702,1.0,1.0,1.0
23405,1.0,1.0,1.0
20010,1.0,1.0,1.0
75056,1.0,1.0,1.0
97939,1.0,1.0,1.0
15169,1.0,2.0,2.0
40371,2.0,1.0,2.0
99633,1.0,1.0,2.0
38760,1.0,1.0,1.0
31442,5.0,5.0,1.0
48981,1.0,1.0,1.0
59287,1.0,1.0,1.0
42097,1.0,1.0,2.0
12298,1.0,1.0,1.0
40722,1.0,5.0,1.0
92006,3.0,2.0,3.0
5026,1.0,1.0,2.0
19734,1.0,2.0,2.0
72623,1.0,2.0,2.0
33212,1.0,1.0,1.0
89415,5.0,1.0,1.0
74135,1.0,1.0,1.0
89611,1.0,1.0,1.0
12383,1.0,1.0,1.0
15139,1.0,1.0,1.0
6862,1.0,1.0,1.0
24948,2.0,1.0,2.0
55487,1.0,1.0,2.0
93120,1.0,5.0,1.0
31642,1.0,1.0,1.0
92054,1.0,1.0,1.0
101903,2.0,1.0,2.0
90174,1.0,1.0,1.0
35348,5.0,5.0,1.0
95120,1.0,1.0,1.0
3607,1.0,2.0,2.0
26377,1.0,1.0,1.0
50910,1.0,1.0,1.0
18700,1.0,1.0,1.0
52775,1.0,1.0,2.0
53655,5.0,5.0,1.0
90402,2.0,1.0,2.0
97109,1.0,1.0,1.0
13449,1.0,2.0,2.0
18791,1.0,1.0,2.0
40653,1.0,1.0,1.0
81103,1.0,2.0,2.0
96953,5.0,5.0,1.0
83869,1.0,1.0,2.0
32456,2.0,1.0,2.0
35042,1.0,5.0,1.0
61551,1.0,1.0,1.0
45000,1.0,1.0,2.0
97172,1.0,1.0,1.0
9377,1.0,1.0,1.0
48050,1.0,1.0,1.0
29652,1.0,1.0,2.0
76954,1.0,1.0,1.0
96408,2.0,2.0,3.0
90776,2.0,3.0,2.0
26698,2.0,1.0,2.0
47138,1.0,1.0,1.0
39033,1.0,1.0,1.0
681,1.0,1.0,2.0
17203,1.0,5.0,2.0
28382,1.0,1.0,1.0
4262,1.0,1.0,2.0
59716,1.0,1.0,1.0
102330,2.0,1.0,2.0
35102,1.0,1.0,1.0
98260,1.0,1.0,1.0
75427,1.0,1.0,2.0
85308,1.0,1.0,1.0
49546,1.0,1.0,1.0
101152,5.0,1.0,2.0
60007,1.0,1.0,1.0
21250,5.0,5.0,2.0
35224,1.0,1.0,2.0
22251,2.0,1.0,2.0
58313,1.0,1.0,2.0
49204,1.0,1.0,1.0
50804,1.0,1.0,1.0
74917,1.0,1.0,2.0
66304,2.0,1.0,2.0
45331,1.0,1.0,1.0
95853,2.0,2.0,3.0
5590,1.0,2.0,2.0
77639,1.0,1.0,2.0
12258,5.0,5.0,1.0
97715,1.0,1.0,1.0
80830,1.0,1.0,1.0
7303,2.0,2.0,2.0
19191,5.0,5.0,1.0
82130,1.0,1.0,1.0
41371,2.0,1.0,2.0
54100,1.0,1.0,1.0
25841,1.0,1.0,1.0
21737,1.0,1.0,1.0
26240,1.0,1.0,1.0
30188,1.0,1.0,1.0
60882,1.0,1.0,1.0
67690,1.0,1.0,1.0
87545,1.0,1.0,2.0
82400,1.0,1.0,1.0
62744,1.0,1.0,1.0
87632,1.0,1.0,1.0
45414,2.0,2.0,3.0
16187,1.0,1.0,2.0
23554,1.0,1.0,1.0
15373,1.0,1.0,1.0
84460,2.0,2.0,2.0
10805,1.0,1.0,2.0
36206,1.0,1.0,1.0
72596,2.0,2.0,2.0
80761,1.0,2.0,2.0
18879,2.0,1.0,2.0
3510,1.0,2.0,1.0
72444,5.0,1.0,1.0
28493,1.0,1.0,1.0
63145,1.0,1.0,1.0
21712,1.0,1.0,2.0
64946,1.0,1.0,1.0
94200,1.0,1.0,1.0
67035,1.0,1.0,1.0
81548,5.0,1.0,1.0
66182,1.0,1.0,2.0
32687,1.0,1.0,1.0
4138,1.0,1.0,1.0
2263,1.0,5.0,1.0
49260,1.0,1.0,1.0
62713,1.0,1.0,1.0
93957,5.0,5.0,2.0
96989,1.0,1.0,1.0
84689,1.0,2.0,2.0
58503,1.0,1.0,1.0
87096,1.0,1.0,1.0
61842,1.0,2.0,2.0
70977,2.0,1.0,2.0
60806,1.0,1.0,2.0
63875,1.0,1.0,2.0
37194,1.0,1.0,1.0
83849,1.0,1.0,1.0
3174,1.0,1.0,1.0
80276,1.0,1.0,1.0
77723,1.0,1.0,2.0
12724,1.0,1.0,2.0
26070,5.0,1.0,1.0
24108,1.0,1.0,2.0
83308,1.0,2.0,2.0
15678,1.0,1.0,2.0
67870,1.0,2.0,3.0
85648,2.0,1.0,2.0
37941,1.0,1.0,1.0
59270,1.0,1.0,2.0
99502,1.0,1.0,1.0
76740,1.0,2.0,2.0
91025,1.0,1.0,2.0
30811,1.0,1.0,2.0
2141,1.0,1.0,1.0
93764,5.0,5.0,1.0
66670,1.0,2.0,1.0
84042,1.0,1.0,1.0
56701,1.0,1.0,1.0
84955,1.0,1.0,1.0
65979,1.0,1.0,1.0
39681,1.0,1.0,2.0
99831,1.0,1.0,2.0
96695,4.0,4.0,4.0
14473,5.0,5.0,1.0
91299,1.0,1.0,1.0
39590,1.0,1.0,2.0
100624,1.0,1.0,1.0
83325,1.0,1.0,1.0
37409,1.0,1.0,1.0
62483,1.0,1.0,1.0
56941,5.0,1.0,1.0
27632,5.0,5.0,2.0
19399,5.0,1.0,1.0
14486,3.0,3.0,3.0
22898,1.0,1.0,1.0
93484,1.0,1.0,1.0
51473,1.0,1.0,1.0
28101,1.0,1.0,1.0
55174,1.0,1.0,1.0
2911,1.0,1.0,1.0
100850,2.0,2.0,2.0
31681,1.0,1.0,3.0
97504,1.0,1.0,2.0
81229,1.0,1.0,2.0
79284,1.0,1.0,2.0
87738,1.0,1.0,2.0
97179,1.0,1.0,2.0
91044,1.0,1.0,2.0
92103,1.0,1.0,1.0
23455,1.0,1.0,2.0
21654,2.0,1.0,2.0
77922,1.0,1.0,2.0
42257,1.0,1.0,1.0
70925,1.0,1.0,1.0
103118,5.0,2.0,2.0
88484,5.0,5.0,1.0
64577,2.0,1.0,2.0
19868,1.0,1.0,1.0
46075,1.0,1.0,1.0
33261,1.0,1.0,1.0
15964,1.0,1.0,2.0
4454,1.0,1.0,2.0
9727,1.0,5.0,1.0
98566,1.0,1.0,2.0
87769,4.0,2.0,4.0
4381,2.0,3.0,3.0
75963,1.0,1.0,1.0
67030,1.0,1.0,1.0
33354,1.0,5.0,1.0
76663,1.0,1.0,1.0
91174,1.0,1.0,1.0
61186,1.0,1.0,1.0
49207,1.0,1.0,2.0
3437,1.0,1.0,1.0
34178,2.0,1.0,2.0
298,2.0,5.0,2.0
61816,1.0,1.0,1.0
46340,1.0,2.0,2.0
96276,1.0,1.0,2.0
24953,1.0,1.0,1.0
80099,1.0,1.0,1.0
73121,2.0,1.0,2.0
88137,5.0,5.0,1.0
9350,1.0,1.0,1.0
80833,1.0,2.0,2.0
62506,5.0,5.0,1.0
89841,1.0,1.0,1.0
86868,5.0,1.0,1.0
57507,1.0,2.0,1.0
101862,1.0,1.0,1.0
90318,1.0,1.0,2.0
34397,1.0,1.0,2.0
86494,1.0,1.0,2.0
11242,1.0,1.0,2.0
62549,1.0,1.0,1.0
4712,1.0,1.0,1.0
97768,1.0,1.0,1.0
33271,1.0,1.0,1.0
57681,5.0,1.0,1.0
88182,1.0,1.0,2.0
14858,1.0,1.0,1.0
44750,1.0,1.0,1.0
59621,5.0,1.0,1.0
62022,1.0,1.0,1.0
31409,1.0,1.0,1.0
47864,1.0,1.0,1.0
4958,1.0,1.0,2.0
27369,1.0,1.0,1.0
36494,1.0,1.0,2.0
78720,1.0,2.0,2.0
80978,1.0,1.0,1.0
38457,1.0,1.0,1.0
96484,1.0,1.0,1.0
80600,1.0,1.0,1.0
93526,2.0,1.0,3.0
98158,2.0,2.0,2.0
87015,2.0,1.0,2.0
56562,1.0,1.0,1.0
7073,5.0,5.0,5.0
95461,1.0,1.0,2.0
84087,2.0,2.0,2.0
24201,1.0,1.0,1.0
60058,1.0,1.0,2.0
99825,1.0,4.0,4.0
89987,1.0,1.0,1.0
48404,3.0,3.0,3.0
89849,1.0,1.0,1.0
42966,1.0,5.0,2.0
20890,1.0,1.0,1.0
7629,1.0,1.0,1.0
96639,1.0,1.0,2.0
40495,1.0,1.0,1.0
25316,1.0,1.0,1.0
100696,1.0,1.0,1.0
18169,1.0,1.0,1.0
82205,1.0,1.0,1.0
25664,1.0,1.0,1.0
34121,1.0,1.0,1.0
6194,2.0,1.0,3.0
87216,1.0,1.0,1.0
34721,5.0,5.0,1.0
78017,1.0,1.0,1.0
3722,1.0,1.0,1.0
61159,5.0,5.0,1.0
102153,1.0,1.0,1.0
94982,1.0,1.0,1.0
44464,1.0,1.0,1.0
1476,1.0,1.0,2.0
34839,5.0,5.0,1.0
99940,1.0,1.0,1.0
64476,1.0,1.0,1.0
35431,2.0,1.0,2.0
5110,2.0,1.0,2.0
55243,1.0,1.0,1.0
59351,1.0,1.0,2.0
31872,1.0,1.0,2.0
24270,1.0,1.0,1.0
26470,1.0,1.0,2.0
96199,1.0,2.0,2.0
84781,1.0,3.0,1.0
25891,1.0,1.0,2.0
9336,1.0,1.0,2.0
50358,1.0,1.0,1.0
20174,1.0,1.0,1.0
78875,1.0,1.0,1.0
58468,1.0,1.0,1.0
32035,1.0,1.0,1.0
25436,5.0,5.0,1.0
35844,1.0,1.0,1.0
65916,1.0,1.0,1.0
86083,1.0,1.0,2.0
61684,5.0,5.0,2.0
52913,5.0,1.0,1.0
60640,1.0,1.0,1.0
98410,1.0,1.0,1.0
29119,1.0,1.0,1.0
7698,1.0,1.0,1.0
76162,1.0,1.0,1.0
53820,1.0,5.0,2.0
5038,1.0,1.0,1.0
78536,5.0,1.0,1.0
86084,5.0,5.0,5.0
87923,1.0,1.0,1.0
46647,1.0,1.0,1.0
63068,1.0,1.0,1.0
13013,1.0,1.0,2.0
10649,1.0,5.0,1.0
47664,5.0,1.0,1.0
97126,5.0,1.0,2.0
9899,1.0,1.0,1.0
88196,1.0,1.0,1.0
2835,1.0,1.0,1.0
71599,1.0,1.0,1.0
13940,1.0,1.0,1.0
45585,1.0,1.0,1.0
62145,1.0,1.0,2.0
92410,1.0,1.0,2.0
25780,1.0,1.0,1.0
45162,1.0,1.0,1.0
46770,1.0,1.0,2.0
87643,2.0,2.0,2.0
20138,1.0,1.0,1.0
82222,2.0,2.0,3.0
42555,1.0,1.0,1.0
63761,1.0,2.0,2.0
3961,1.0,1.0,1.0
33926,5.0,5.0,1.0
78078,1.0,1.0,1.0
88605,1.0,1.0,2.0
8548,5.0,5.0,1.0
102025,1.0,1.0,1.0
38326,1.0,5.0,2.0
100511,1.0,2.0,2.0
10165,1.0,1.0,1.0
50301,1.0,1.0,1.0
87848,1.0,1.0,2.0
1210,1.0,1.0,1.0
102031,1.0,1.0,2.0
55890,1.0,5.0,1.0
51059,1.0,1.0,2.0
74515,1.0,1.0,1.0
29872,1.0,1.0,1.0
66220,1.0,1.0,1.0
85071,1.0,1.0,1.0
93348,1.0,1.0,1.0
14596,1.0,5.0,1.0
88801,1.0,1.0,2.0
12335,1.0,1.0,1.0
80011,1.0,1.0,1.0
16941,1.0,1.0,1.0
30328,1.0,1.0,1.0
87024,1.0,1.0,2.0
76871,1.0,1.0,2.0
100506,1.0,1.0,1.0
77469,2.0,1.0,2.0
99926,2.0,2.0,2.0
18634,1.0,1.0,1.0
54123,1.0,1.0,1.0
84988,1.0,1.0,1.0
15503,1.0,1.0,1.0
32247,1.0,1.0,1.0
11416,1.0,1.0,1.0
62136,1.0,1.0,2.0
12600,1.0,1.0,2.0
91376,1.0,1.0,1.0
96913,2.0,2.0,4.0
91733,1.0,1.0,1.0
56893,1.0,2.0,2.0
93103,1.0,1.0,1.0
87930,1.0,1.0,1.0
14110,1.0,1.0,1.0
90546,1.0,1.0,1.0
99382,1.0,1.0,2.0
80909,1.0,1.0,1.0
22535,1.0,1.0,1.0
15475,1.0,1.0,1.0
100787,1.0,1.0,1.0
75930,1.0,2.0,2.0
57076,1.0,2.0,2.0
80451,1.0,1.0,2.0
95634,1.0,1.0,2.0
37452,1.0,1.0,1.0
80970,1.0,1.0,1.0
21527,1.0,1.0,1.0
43771,1.0,1.0,2.0
12574,1.0,1.0,1.0
471,1.0,1.0,1.0
12222,1.0,1.0,1.0
71877,1.0,1.0,2.0
90153,1.0,1.0,1.0
82596,5.0,1.0,2.0
5594,1.0,2.0,2.0
61809,5.0,5.0,1.0
94753,1.0,1.0,1.0
40957,1.0,1.0,1.0
101187,1.0,1.0,2.0
13281,1.0,1.0,2.0
86709,1.0,1.0,1.0
63598,1.0,2.0,2.0
77647,2.0,1.0,3.0
10207,1.0,1.0,1.0
18431,1.0,1.0,1.0
59840,1.0,1.0,1.0
13156,1.0,1.0,1.0
39487,2.0,2.0,2.0
92976,1.0,1.0,1.0
77822,1.0,1.0,2.0
38026,1.0,1.0,1.0
10691,2.0,2.0,2.0
2015,1.0,1.0,2.0
54502,1.0,1.0,2.0
63790,1.0,1.0,1.0
27788,5.0,1.0,1.0
47032,1.0,1.0,1.0
72753,2.0,2.0,2.0
32873,2.0,1.0,2.0
71917,5.0,5.0,1.0
60275,1.0,1.0,1.0
82864,2.0,2.0,2.0
94740,1.0,1.0,1.0
98968,1.0,1.0,1.0
87926,5.0,5.0,1.0
4447,1.0,1.0,1.0
66210,1.0,1.0,1.0
85238,1.0,1.0,1.0
57917,1.0,1.0,1.0
62275,1.0,1.0,1.0
67549,5.0,5.0,1.0
43276,1.0,1.0,2.0
79454,1.0,1.0,1.0
5007,1.0,1.0,1.0
26164,1.0,1.0,1.0
24372,1.0,1.0,1.0
88546,5.0,5.0,1.0
89640,1.0,5.0,1.0
8141,1.0,1.0,1.0
17072,1.0,1.0,1.0
10922,1.0,1.0,1.0
83223,5.0,5.0,1.0
82945,3.0,2.0,3.0
69644,5.0,5.0,1.0
92480,1.0,1.0,1.0
82873,5.0,5.0,1.0
31814,1.0,1.0,1.0
26067,1.0,1.0,1.0
95127,1.0,1.0,1.0
90821,1.0,1.0,1.0
76466,1.0,1.0,1.0
76665,5.0,5.0,1.0
24884,1.0,1.0,2.0
95912,1.0,1.0,1.0
4563,1.0,1.0,2.0
69944,1.0,1.0,2.0
87292,2.0,1.0,2.0
44900,1.0,1.0,1.0
26656,1.0,1.0,1.0
95223,1.0,1.0,1.0
89610,1.0,1.0,1.0
2727,1.0,1.0,1.0
85320,1.0,1.0,2.0
15407,5.0,1.0,5.0
12311,1.0,1.0,2.0
72711,1.0,1.0,1.0
88963,1.0,1.0,1.0
87692,3.0,2.0,3.0
43546,1.0,1.0,1.0
76395,1.0,1.0,1.0
4068,1.0,1.0,2.0
55648,1.0,1.0,1.0
95059,1.0,1.0,1.0
102667,1.0,1.0,1.0
13231,2.0,1.0,2.0
55571,1.0,1.0,2.0
74482,2.0,2.0,2.0
95314,1.0,1.0,1.0
9134,1.0,5.0,2.0
69285,1.0,1.0,1.0
98284,5.0,5.0,5.0
35280,1.0,1.0,1.0
60177,1.0,1.0,1.0
27620,1.0,1.0,1.0
97145,5.0,1.0,5.0
93362,1.0,1.0,1.0
58243,1.0,1.0,2.0
65690,1.0,1.0,2.0
74109,1.0,1.0,1.0
95479,1.0,1.0,2.0
36957,1.0,1.0,1.0
93237,1.0,1.0,1.0
24077,1.0,1.0,1.0
41203,1.0,1.0,1.0
46314,5.0,5.0,1.0
72458,1.0,1.0,2.0
92574,1.0,1.0,2.0
8044,1.0,1.0,1.0
94314,1.0,2.0,2.0
52699,1.0,1.0,1.0
96504,2.0,2.0,2.0
15816,1.0,2.0,2.0
15939,1.0,1.0,1.0
31577,1.0,1.0,2.0
46734,1.0,1.0,2.0
3047,1.0,1.0,2.0
50290,1.0,2.0,2.0
53270,1.0,1.0,1.0
96928,2.0,2.0,3.0
51887,2.0,1.0,2.0
28065,1.0,1.0,1.0
6214,2.0,1.0,2.0
53866,1.0,1.0,1.0
90436,1.0,1.0,2.0
6866,1.0,1.0,1.0
14340,1.0,1.0,1.0
81479,1.0,1.0,2.0
61719,1.0,1.0,2.0
42227,1.0,1.0,2.0
28887,1.0,1.0,2.0
99112,1.0,1.0,2.0
89696,1.0,1.0,2.0
77475,1.0,1.0,2.0
6843,1.0,1.0,1.0
59182,1.0,1.0,2.0
41064,1.0,1.0,1.0
49795,1.0,1.0,1.0
81748,5.0,3.0,4.0
87481,5.0,5.0,5.0
6729,1.0,1.0,1.0
41143,2.0,2.0,2.0
24993,1.0,1.0,1.0
15374,1.0,1.0,1.0
60335,1.0,1.0,1.0
37869,1.0,1.0,1.0
88314,1.0,2.0,2.0
84667,1.0,1.0,1.0
22453,1.0,1.0,2.0
87308,1.0,1.0,1.0
64083,1.0,2.0,2.0
70928,1.0,1.0,1.0
81180,1.0,1.0,1.0
29480,1.0,1.0,2.0
95955,1.0,1.0,1.0
319,2.0,1.0,2.0
77138,1.0,1.0,1.0
77880,1.0,1.0,1.0
53933,5.0,5.0,1.0
87841,2.0,2.0,2.0
86927,1.0,5.0,1.0
76720,3.0,2.0,3.0
96457,1.0,1.0,1.0
70581,1.0,1.0,2.0
34779,1.0,1.0,2.0
83374,5.0,5.0,1.0
100580,5.0,5.0,5.0
70508,1.0,1.0,1.0
13620,1.0,1.0,1.0
75385,1.0,1.0,2.0
97771,1.0,1.0,1.0
6697,1.0,1.0,2.0
9308,1.0,1.0,2.0
50760,2.0,2.0,2.0
51103,1.0,1.0,1.0
59364,1.0,1.0,2.0
88950,1.0,5.0,1.0
95782,1.0,1.0,2.0
84157,1.0,1.0,1.0
50359,1.0,1.0,1.0
98881,1.0,1.0,2.0
44582,1.0,1.0,1.0
91354,1.0,1.0,1.0
53824,5.0,1.0,2.0
93009,1.0,1.0,1.0
83557,1.0,1.0,1.0
77688,2.0,1.0,2.0
46897,5.0,5.0,2.0
98597,1.0,1.0,1.0
52383,5.0,5.0,1.0
78407,1.0,1.0,1.0
103219,1.0,1.0,2.0
95366,3.0,3.0,3.0
73525,1.0,1.0,1.0
96447,1.0,1.0,2.0
692,1.0,1.0,2.0
11206,1.0,2.0,2.0
45177,1.0,1.0,2.0
1525,1.0,1.0,2.0
80007,1.0,1.0,1.0
59705,1.0,1.0,2.0
94548,1.0,1.0,1.0
63927,1.0,1.0,2.0
12490,1.0,1.0,2.0
95167,1.0,1.0,1.0
95581,1.0,1.0,1.0
82516,2.0,1.0,2.0
58831,1.0,1.0,1.0
78559,1.0,1.0,2.0
83785,1.0,1.0,1.0
27870,1.0,1.0,2.0
71736,2.0,1.0,3.0
89568,1.0,1.0,1.0
92314,1.0,1.0,2.0
52629,5.0,5.0,2.0
48310,1.0,1.0,1.0
61102,1.0,1.0,1.0
22541,1.0,1.0,1.0
72679,1.0,1.0,1.0
16217,1.0,1.0,1.0
76823,1.0,1.0,1.0
83435,1.0,1.0,2.0
69408,5.0,1.0,2.0
91542,5.0,1.0,2.0
80922,1.0,1.0,1.0
51595,1.0,1.0,1.0
71258,1.0,1.0,1.0
53657,1.0,1.0,2.0
43999,5.0,1.0,2.0
79628,1.0,1.0,1.0
95446,2.0,2.0,2.0
46693,2.0,1.0,2.0
69287,1.0,1.0,2.0
82718,1.0,1.0,1.0
37967,1.0,1.0,1.0
20984,1.0,1.0,2.0
33340,1.0,1.0,1.0
98741,1.0,1.0,1.0
95374,1.0,1.0,1.0
71847,1.0,1.0,2.0
92862,2.0,1.0,1.0
79299,1.0,1.0,1.0
90151,1.0,2.0,1.0
